utc,endpoint,head,occupancyCall
2026-08-22T00:09:33.765Z,CoinbasePub,45794542,127
2026-08-22T00:10:33.737Z,QuickNodeEP1,45794572,127
2026-08-22T00:10:33.737Z,CoinbasePub,45794572,127
2026-08-22T00:11:33.727Z,QuickNodeEP1,45794602,127
2026-08-22T00:11:33.727Z,CoinbasePub,45794602,127
2026-08-22T00:12:33.966Z,QuickNodeEP1,45794632,127
2026-08-22T00:12:33.966Z,CoinbasePub,45794633,127
2026-08-22T00:13:34.365Z,QuickNodeEP1,45794662,127
2026-08-22T00:13:34.365Z,CoinbasePub,45794663,127
2026-08-22T00:14:34.368Z,QuickNodeEP1,45794692,127
2026-08-22T00:14:34.368Z,CoinbasePub,45794693,127
2026-08-22T00:15:33.950Z,QuickNodeEP1,45794722,127
2026-08-22T00:15:33.950Z,CoinbasePub,45794723,127
2026-08-22T00:16:33.771Z,QuickNodeEP1,45794752,127
2026-08-22T00:16:33.771Z,CoinbasePub,45794752,127
2026-08-22T00:17:33.761Z,QuickNodeEP1,45794782,127
2026-08-22T00:17:33.761Z,CoinbasePub,45794782,127
2026-08-22T00:18:33.748Z,QuickNodeEP1,45794812,127
2026-08-22T00:18:33.748Z,CoinbasePub,45794812,127
2026-08-22T00:19:33.916Z,QuickNodeEP1,45794842,127
2026-08-22T00:19:33.916Z,CoinbasePub,45794842,127
2026-08-22T00:20:33.874Z,QuickNodeEP1,45794872,127
2026-08-22T00:20:33.874Z,CoinbasePub,45794872,127
2026-08-22T00:21:34.399Z,QuickNodeEP1,45794902,127
2026-08-22T00:21:34.399Z,CoinbasePub,45794903,127
2026-08-22T00:22:34.354Z,QuickNodeEP1,45794932,127
2026-08-22T00:22:34.354Z,CoinbasePub,45794933,127
2026-08-22T00:23:34.365Z,QuickNodeEP1,45794962,127
2026-08-22T00:23:34.365Z,CoinbasePub,45794963,127
2026-08-22T00:24:34.485Z,QuickNodeEP1,45794992,127
2026-08-22T00:24:34.485Z,CoinbasePub,45794993,127
2026-08-22T00:25:34.632Z,QuickNodeEP1,45795022,127
2026-08-22T00:25:34.632Z,CoinbasePub,45795023,127
2026-08-22T00:26:34.405Z,QuickNodeEP1,45795052,127
2026-08-22T00:26:34.405Z,CoinbasePub,45795053,127
2026-08-22T00:27:33.981Z,QuickNodeEP1,45795082,127
2026-08-22T00:27:33.981Z,CoinbasePub,45795082,127
2026-08-22T00:28:34.241Z,QuickNodeEP1,45795112,127
2026-08-22T00:28:34.241Z,CoinbasePub,45795113,127
2026-08-22T00:29:33.857Z,QuickNodeEP1,45795142,127
2026-08-22T00:29:33.857Z,CoinbasePub,45795142,127
2026-08-22T00:30:33.950Z,QuickNodeEP1,45795172,127
2026-08-22T00:30:33.950Z,CoinbasePub,45795173,127
2026-08-22T00:31:33.884Z,QuickNodeEP1,45795202,127
2026-08-22T00:31:33.884Z,CoinbasePub,45795202,127
2026-08-22T00:32:34.635Z,QuickNodeEP1,45795232,127
2026-08-22T00:32:34.635Z,CoinbasePub,45795233,127
2026-08-22T00:33:34.411Z,QuickNodeEP1,45795262,127
2026-08-22T00:33:34.411Z,CoinbasePub,45795263,127
2026-08-22T00:34:33.928Z,QuickNodeEP1,45795292,127
2026-08-22T00:34:33.928Z,CoinbasePub,45795293,127
2026-08-22T00:35:33.978Z,QuickNodeEP1,45795322,127
2026-08-22T00:35:33.978Z,CoinbasePub,45795323,127
2026-08-22T00:36:34.143Z,QuickNodeEP1,45795352,127
2026-08-22T00:36:34.143Z,CoinbasePub,45795353,127
2026-08-22T00:37:33.956Z,QuickNodeEP1,45795382,127
2026-08-22T00:37:33.956Z,CoinbasePub,45795382,127
2026-08-22T00:38:34.050Z,QuickNodeEP1,45795412,127
2026-08-22T00:38:34.050Z,CoinbasePub,45795413,127
2026-08-22T00:39:34.046Z,QuickNodeEP1,45795442,127
2026-08-22T00:39:34.046Z,CoinbasePub,45795442,HTTP 503
2026-08-22T00:40:34.031Z,QuickNodeEP1,45795472,127
2026-08-22T00:40:34.031Z,CoinbasePub,45795473,HTTP 503
2026-08-22T00:41:34.174Z,QuickNodeEP1,45795502,127
2026-08-22T00:41:34.174Z,CoinbasePub,45795503,HTTP 503
2026-08-22T00:42:34.100Z,QuickNodeEP1,45795532,127
2026-08-22T00:42:34.100Z,CoinbasePub,45795533,HTTP 503
2026-08-22T00:43:34.063Z,QuickNodeEP1,45795562,127
2026-08-22T00:43:34.063Z,CoinbasePub,45795563,HTTP 503
2026-08-22T00:44:34.061Z,QuickNodeEP1,45795592,127
2026-08-22T00:44:34.061Z,CoinbasePub,45795593,HTTP 503
2026-08-22T00:45:34.227Z,QuickNodeEP1,45795622,127
2026-08-22T00:45:34.227Z,CoinbasePub,45795623,127
2026-08-22T00:46:34.099Z,QuickNodeEP1,45795652,127
2026-08-22T00:46:34.099Z,CoinbasePub,45795652,127
2026-08-22T00:47:34.078Z,QuickNodeEP1,45795682,127
2026-08-22T00:47:34.078Z,CoinbasePub,45795683,HTTP 503
2026-08-22T00:48:34.059Z,QuickNodeEP1,45795712,127
2026-08-22T00:48:34.059Z,CoinbasePub,45795713,HTTP 503
2026-08-22T00:49:34.127Z,QuickNodeEP1,45795742,127
2026-08-22T00:49:34.127Z,CoinbasePub,45795743,127
2026-08-22T00:50:34.036Z,QuickNodeEP1,45795772,127
2026-08-22T00:50:34.036Z,CoinbasePub,45795773,HTTP 503
2026-08-22T00:51:34.580Z,QuickNodeEP1,45795802,127
2026-08-22T00:51:34.580Z,CoinbasePub,45795803,127
2026-08-22T00:52:34.521Z,QuickNodeEP1,45795833,127
2026-08-22T00:52:34.521Z,CoinbasePub,45795833,127
2026-08-22T00:53:34.161Z,QuickNodeEP1,45795862,127
2026-08-22T00:53:34.161Z,CoinbasePub,45795863,127
2026-08-22T00:54:34.243Z,QuickNodeEP1,45795892,127
2026-08-22T00:54:34.243Z,CoinbasePub,45795893,127
2026-08-22T00:55:34.121Z,QuickNodeEP1,45795922,127
2026-08-22T00:55:34.121Z,CoinbasePub,45795923,HTTP 503
2026-08-22T00:56:34.636Z,QuickNodeEP1,45795953,HTTP 503
2026-08-22T00:56:34.636Z,CoinbasePub,45795953,HTTP 503
2026-08-22T00:57:34.680Z,QuickNodeEP1,45795983,HTTP 503
2026-08-22T00:57:34.680Z,CoinbasePub,45795983,HTTP 503
2026-08-22T00:58:34.733Z,QuickNodeEP1,45796013,127
2026-08-22T00:58:34.733Z,CoinbasePub,45796013,HTTP 503
2026-08-22T00:59:34.742Z,QuickNodeEP1,45796043,127
2026-08-22T00:59:34.742Z,CoinbasePub,45796043,127
2026-08-22T01:00:34.348Z,QuickNodeEP1,45796073,127
2026-08-22T01:00:34.348Z,CoinbasePub,45796073,HTTP 503
2026-08-22T01:01:34.502Z,QuickNodeEP1,45796102,127
2026-08-22T01:01:34.502Z,CoinbasePub,45796103,127
2026-08-22T01:02:34.742Z,QuickNodeEP1,45796133,127
2026-08-22T01:02:34.742Z,CoinbasePub,45796133,127
2026-08-22T01:03:34.217Z,QuickNodeEP1,45796162,127
2026-08-22T01:03:34.217Z,CoinbasePub,45796163,127
2026-08-22T01:04:34.547Z,QuickNodeEP1,45796192,HTTP 503
2026-08-22T01:04:34.547Z,CoinbasePub,45796193,HTTP 503
2026-08-22T01:05:34.743Z,QuickNodeEP1,45796223,HTTP 503
2026-08-22T01:05:34.743Z,CoinbasePub,45796223,HTTP 503
2026-08-22T01:06:34.304Z,QuickNodeEP1,45796252,127
2026-08-22T01:06:34.304Z,CoinbasePub,45796253,HTTP 503
2026-08-22T01:07:34.297Z,QuickNodeEP1,45796282,127
2026-08-22T01:07:34.297Z,CoinbasePub,45796283,HTTP 503
2026-08-22T01:08:34.215Z,QuickNodeEP1,45796312,127
2026-08-22T01:08:34.215Z,CoinbasePub,45796313,127
2026-08-22T01:09:34.241Z,QuickNodeEP1,45796342,127
2026-08-22T01:09:34.241Z,CoinbasePub,45796343,127
2026-08-22T01:10:34.330Z,QuickNodeEP1,45796372,127
2026-08-22T01:10:34.330Z,CoinbasePub,45796373,127
2026-08-22T01:11:34.204Z,QuickNodeEP1,45796402,127
2026-08-22T01:11:34.204Z,CoinbasePub,45796403,HTTP 503
2026-08-22T01:12:34.295Z,QuickNodeEP1,45796432,127
2026-08-22T01:12:34.295Z,CoinbasePub,45796433,HTTP 503
2026-08-22T01:13:34.231Z,QuickNodeEP1,45796462,HTTP 503
2026-08-22T01:13:34.231Z,CoinbasePub,45796463,HTTP 503
2026-08-22T01:14:34.361Z,QuickNodeEP1,45796493,127
2026-08-22T01:14:34.361Z,CoinbasePub,45796493,HTTP 503
2026-08-22T01:15:34.376Z,QuickNodeEP1,45796522,127
2026-08-22T01:15:34.376Z,CoinbasePub,45796523,HTTP 503
2026-08-22T01:16:34.442Z,QuickNodeEP1,45796553,127
2026-08-22T01:16:34.442Z,CoinbasePub,45796553,HTTP 503
2026-08-22T01:17:34.306Z,QuickNodeEP1,45796582,127
2026-08-22T01:17:34.306Z,CoinbasePub,45796583,127
2026-08-22T01:18:34.327Z,QuickNodeEP1,45796613,127
2026-08-22T01:18:34.327Z,CoinbasePub,45796613,127
2026-08-22T01:19:34.292Z,QuickNodeEP1,45796643,127
2026-08-22T01:19:34.292Z,CoinbasePub,45796643,127
2026-08-22T01:20:34.456Z,QuickNodeEP1,45796673,127
2026-08-22T01:20:34.456Z,CoinbasePub,45796673,HTTP 503
2026-08-22T01:21:34.318Z,QuickNodeEP1,45796702,127
2026-08-22T01:21:34.318Z,CoinbasePub,45796703,127
2026-08-22T01:22:34.507Z,QuickNodeEP1,45796732,127
2026-08-22T01:22:34.507Z,CoinbasePub,45796733,127
2026-08-22T01:23:34.446Z,QuickNodeEP1,45796763,127
2026-08-22T01:23:34.446Z,CoinbasePub,45796763,HTTP 503
2026-08-22T01:24:34.399Z,QuickNodeEP1,45796793,127
2026-08-22T01:24:34.399Z,CoinbasePub,45796793,HTTP 503
2026-08-22T01:25:34.416Z,QuickNodeEP1,45796823,127
2026-08-22T01:25:34.416Z,CoinbasePub,45796823,HTTP 503
2026-08-22T01:26:34.355Z,QuickNodeEP1,45796853,127
2026-08-22T01:26:34.355Z,CoinbasePub,45796853,HTTP 503
2026-08-22T01:27:34.361Z,QuickNodeEP1,45796883,127
2026-08-22T01:27:34.361Z,CoinbasePub,45796883,127
2026-08-22T01:28:34.505Z,QuickNodeEP1,45796913,127
2026-08-22T01:28:34.505Z,CoinbasePub,45796913,127
2026-08-22T01:29:34.361Z,QuickNodeEP1,45796943,127
2026-08-22T01:29:34.361Z,CoinbasePub,45796943,127
2026-08-22T01:30:34.962Z,QuickNodeEP1,45796973,127
2026-08-22T01:30:34.962Z,CoinbasePub,45796973,127
2026-08-22T01:31:35.037Z,QuickNodeEP1,45797003,127
2026-08-22T01:31:35.037Z,CoinbasePub,45797003,127
2026-08-22T01:32:34.899Z,QuickNodeEP1,45797033,127
2026-08-22T01:32:34.899Z,CoinbasePub,45797033,127
2026-08-22T01:33:34.957Z,QuickNodeEP1,45797063,127
2026-08-22T01:33:34.957Z,CoinbasePub,45797063,127
2026-08-22T01:34:34.526Z,QuickNodeEP1,45797093,127
2026-08-22T01:34:34.526Z,CoinbasePub,45797093,127
2026-08-22T01:35:34.416Z,QuickNodeEP1,45797123,127
2026-08-22T01:35:34.416Z,CoinbasePub,45797123,127
2026-08-22T01:36:34.401Z,QuickNodeEP1,45797153,127
2026-08-22T01:36:34.401Z,CoinbasePub,45797153,HTTP 503
2026-08-22T01:37:34.464Z,QuickNodeEP1,45797183,127
2026-08-22T01:37:34.464Z,CoinbasePub,45797183,HTTP 503
2026-08-22T01:38:34.986Z,QuickNodeEP1,45797213,HTTP 503
2026-08-22T01:38:34.986Z,CoinbasePub,45797213,HTTP 503
2026-08-22T01:39:35.033Z,QuickNodeEP1,45797243,HTTP 503
2026-08-22T01:39:35.033Z,CoinbasePub,45797243,HTTP 503
2026-08-22T01:40:34.960Z,QuickNodeEP1,45797273,HTTP 503
2026-08-22T01:40:34.960Z,CoinbasePub,45797273,HTTP 503
2026-08-22T01:41:34.559Z,QuickNodeEP1,45797303,127
2026-08-22T01:41:34.559Z,CoinbasePub,45797303,HTTP 503
2026-08-22T01:42:34.453Z,QuickNodeEP1,45797333,127
2026-08-22T01:42:34.453Z,CoinbasePub,45797333,HTTP 503
2026-08-22T01:43:35.067Z,QuickNodeEP1,45797363,HTTP 503
2026-08-22T01:43:35.067Z,CoinbasePub,45797363,HTTP 503
2026-08-22T01:44:35.030Z,QuickNodeEP1,45797393,HTTP 503
2026-08-22T01:44:35.030Z,CoinbasePub,45797393,HTTP 503
2026-08-22T01:45:35.200Z,QuickNodeEP1,45797423,HTTP 503
2026-08-22T01:45:35.200Z,CoinbasePub,45797423,HTTP 503
2026-08-22T01:46:35.121Z,QuickNodeEP1,45797453,HTTP 503
2026-08-22T01:46:35.121Z,CoinbasePub,45797453,HTTP 503
2026-08-22T01:47:34.523Z,QuickNodeEP1,45797483,127
2026-08-22T01:47:34.523Z,CoinbasePub,45797483,HTTP 503
2026-08-22T01:48:34.483Z,QuickNodeEP1,45797513,127
2026-08-22T01:48:34.483Z,CoinbasePub,45797513,HTTP 503
2026-08-22T01:49:34.626Z,QuickNodeEP1,45797543,127
2026-08-22T01:49:34.626Z,CoinbasePub,45797543,HTTP 503
2026-08-22T01:50:34.813Z,QuickNodeEP1,45797573,HTTP 503
2026-08-22T01:50:34.813Z,CoinbasePub,45797573,HTTP 503
2026-08-22T01:51:34.627Z,QuickNodeEP1,45797603,127
2026-08-22T01:51:34.627Z,CoinbasePub,45797603,127
2026-08-22T01:52:34.577Z,QuickNodeEP1,45797633,127
2026-08-22T01:52:34.577Z,CoinbasePub,45797633,127
2026-08-22T01:53:35.215Z,QuickNodeEP1,45797663,127
2026-08-22T01:53:35.215Z,CoinbasePub,45797663,127
2026-08-22T01:54:35.166Z,QuickNodeEP1,45797693,127
2026-08-22T01:54:35.166Z,CoinbasePub,45797693,127
2026-08-22T01:55:35.132Z,QuickNodeEP1,45797723,127
2026-08-22T01:55:35.132Z,CoinbasePub,45797723,127
2026-08-22T01:56:35.285Z,QuickNodeEP1,45797753,127
2026-08-22T01:56:35.285Z,CoinbasePub,45797753,127
2026-08-22T01:57:34.678Z,QuickNodeEP1,45797783,127
2026-08-22T01:57:34.678Z,CoinbasePub,45797783,127
2026-08-22T01:58:35.216Z,QuickNodeEP1,45797813,127
2026-08-22T01:58:35.216Z,CoinbasePub,45797813,127
2026-08-22T01:59:35.246Z,QuickNodeEP1,45797843,127
2026-08-22T01:59:35.246Z,CoinbasePub,45797843,127
2026-08-22T02:00:35.273Z,QuickNodeEP1,45797873,127
2026-08-22T02:00:35.273Z,CoinbasePub,45797873,127
2026-08-22T02:01:34.689Z,QuickNodeEP1,45797903,127
2026-08-22T02:01:34.689Z,CoinbasePub,45797903,127
2026-08-22T02:02:34.665Z,QuickNodeEP1,45797933,127
2026-08-22T02:02:34.665Z,CoinbasePub,45797933,127
2026-08-22T02:03:35.159Z,QuickNodeEP1,45797963,127
2026-08-22T02:03:35.159Z,CoinbasePub,45797963,127
2026-08-22T02:04:35.144Z,QuickNodeEP1,45797993,127
2026-08-22T02:04:35.144Z,CoinbasePub,45797993,127
2026-08-22T02:05:34.639Z,QuickNodeEP1,45798023,127
2026-08-22T02:05:34.639Z,CoinbasePub,45798023,127
2026-08-22T02:06:34.736Z,QuickNodeEP1,45798053,127
2026-08-22T02:06:34.736Z,CoinbasePub,45798053,127
2026-08-22T02:07:34.709Z,QuickNodeEP1,45798083,127
2026-08-22T02:07:34.709Z,CoinbasePub,45798083,127
2026-08-22T02:08:34.714Z,QuickNodeEP1,45798113,127
2026-08-22T02:08:34.714Z,CoinbasePub,45798113,127
2026-08-22T02:09:34.693Z,QuickNodeEP1,45798143,127
2026-08-22T02:09:34.693Z,CoinbasePub,45798143,127
2026-08-22T02:10:34.656Z,QuickNodeEP1,45798173,127
2026-08-22T02:10:34.656Z,CoinbasePub,45798173,127
2026-08-22T02:11:34.791Z,QuickNodeEP1,45798203,127
2026-08-22T02:11:34.791Z,CoinbasePub,45798203,127
2026-08-22T02:12:34.762Z,QuickNodeEP1,45798233,127
2026-08-22T02:12:34.762Z,CoinbasePub,45798233,127
2026-08-22T02:13:35.399Z,QuickNodeEP1,45798263,127
2026-08-22T02:13:35.399Z,CoinbasePub,45798263,127
2026-08-22T02:14:35.255Z,QuickNodeEP1,45798293,127
2026-08-22T02:14:35.255Z,CoinbasePub,45798293,127
2026-08-22T02:15:35.394Z,QuickNodeEP1,45798323,127
2026-08-22T02:15:35.394Z,CoinbasePub,45798323,127
2026-08-22T02:16:35.224Z,QuickNodeEP1,45798353,127
2026-08-22T02:16:35.224Z,CoinbasePub,45798353,127
2026-08-22T02:17:34.743Z,QuickNodeEP1,45798383,127
2026-08-22T02:17:34.743Z,CoinbasePub,45798383,127
2026-08-22T02:18:34.732Z,QuickNodeEP1,45798413,127
2026-08-22T02:18:34.732Z,CoinbasePub,45798413,127
2026-08-22T02:19:35.377Z,QuickNodeEP1,45798443,127
2026-08-22T02:19:35.377Z,CoinbasePub,45798443,127
2026-08-22T02:20:35.279Z,QuickNodeEP1,45798473,127
2026-08-22T02:20:35.279Z,CoinbasePub,45798473,127
2026-08-22T02:21:35.322Z,QuickNodeEP1,45798503,127
2026-08-22T02:21:35.322Z,CoinbasePub,45798503,127
2026-08-22T02:22:35.388Z,QuickNodeEP1,45798533,127
2026-08-22T02:22:35.388Z,CoinbasePub,45798533,127
2026-08-22T02:23:35.305Z,QuickNodeEP1,45798563,127
2026-08-22T02:23:35.305Z,CoinbasePub,45798563,127
2026-08-22T02:24:35.394Z,QuickNodeEP1,45798593,127
2026-08-22T02:24:35.394Z,CoinbasePub,45798593,127
2026-08-22T02:25:34.977Z,QuickNodeEP1,45798623,127
2026-08-22T02:25:34.977Z,CoinbasePub,45798623,127
2026-08-22T02:26:34.796Z,QuickNodeEP1,45798653,127
2026-08-22T02:26:34.796Z,CoinbasePub,45798653,127
2026-08-22T02:27:35.459Z,QuickNodeEP1,45798683,127
2026-08-22T02:27:35.459Z,CoinbasePub,45798683,127
2026-08-22T02:28:35.443Z,QuickNodeEP1,45798713,127
2026-08-22T02:28:35.443Z,CoinbasePub,45798713,127
2026-08-22T02:29:34.805Z,QuickNodeEP1,45798743,127
2026-08-22T02:29:34.805Z,CoinbasePub,45798743,127
2026-08-22T02:30:34.895Z,QuickNodeEP1,45798773,127
2026-08-22T02:30:34.895Z,CoinbasePub,45798773,127
2026-08-22T02:31:34.853Z,QuickNodeEP1,45798803,127
2026-08-22T02:31:34.853Z,CoinbasePub,45798803,127
2026-08-22T02:32:34.841Z,QuickNodeEP1,45798833,127
2026-08-22T02:32:34.841Z,CoinbasePub,45798833,127
2026-08-22T02:33:34.836Z,QuickNodeEP1,45798863,127
2026-08-22T02:33:34.836Z,CoinbasePub,45798863,127
2026-08-22T02:34:34.868Z,QuickNodeEP1,45798893,127
2026-08-22T02:34:34.868Z,CoinbasePub,45798893,127
2026-08-22T02:35:35.003Z,QuickNodeEP1,45798923,127
2026-08-22T02:35:35.003Z,CoinbasePub,45798923,HTTP 503
2026-08-22T02:36:35.032Z,QuickNodeEP1,45798953,127
2026-08-22T02:36:35.032Z,CoinbasePub,45798953,HTTP 503
2026-08-22T02:37:35.002Z,QuickNodeEP1,45798983,127
2026-08-22T02:37:35.002Z,CoinbasePub,45798983,HTTP 503
2026-08-22T02:38:35.022Z,QuickNodeEP1,45799013,127
2026-08-22T02:38:35.022Z,CoinbasePub,45799013,HTTP 503
2026-08-22T02:39:35.208Z,QuickNodeEP1,45799043,127
2026-08-22T02:39:35.208Z,CoinbasePub,45799043,127
2026-08-22T02:40:34.920Z,QuickNodeEP1,45799073,127
2026-08-22T02:40:34.920Z,CoinbasePub,45799073,127
2026-08-22T02:41:35.705Z,QuickNodeEP1,45799103,127
2026-08-22T02:41:35.705Z,CoinbasePub,45799103,127
2026-08-22T02:42:36.159Z,QuickNodeEP1,45799133,127
2026-08-22T02:42:36.159Z,CoinbasePub,45799133,127
2026-08-22T02:43:35.566Z,QuickNodeEP1,45799163,127
2026-08-22T02:43:35.566Z,CoinbasePub,45799163,127
2026-08-22T02:44:35.068Z,QuickNodeEP1,45799193,127
2026-08-22T02:44:35.068Z,CoinbasePub,45799193,127
2026-08-22T02:45:38.461Z,QuickNodeEP1,45799223,127
2026-08-22T02:45:38.461Z,CoinbasePub,45799224,127
2026-08-22T02:46:35.760Z,QuickNodeEP1,45799253,127
2026-08-22T02:46:35.760Z,CoinbasePub,45799253,127
2026-08-22T02:47:35.150Z,QuickNodeEP1,45799283,127
2026-08-22T02:47:35.150Z,CoinbasePub,45799283,127
2026-08-22T02:48:35.036Z,QuickNodeEP1,45799313,127
2026-08-22T02:48:35.036Z,CoinbasePub,45799313,127
2026-08-22T02:49:35.138Z,QuickNodeEP1,45799343,127
2026-08-22T02:49:35.138Z,CoinbasePub,45799343,127
2026-08-22T02:50:35.058Z,QuickNodeEP1,45799373,127
2026-08-22T02:50:35.058Z,CoinbasePub,45799373,127
2026-08-22T02:51:35.058Z,QuickNodeEP1,45799403,127
2026-08-22T02:51:35.058Z,CoinbasePub,45799403,127
2026-08-22T02:52:35.135Z,QuickNodeEP1,45799433,127
2026-08-22T02:52:35.135Z,CoinbasePub,45799433,127
2026-08-22T02:53:35.177Z,QuickNodeEP1,45799463,127
2026-08-22T02:53:35.177Z,CoinbasePub,45799463,127
2026-08-22T02:54:35.392Z,QuickNodeEP1,45799493,127
2026-08-22T02:54:35.392Z,CoinbasePub,45799493,127
2026-08-22T02:55:35.082Z,QuickNodeEP1,45799523,127
2026-08-22T02:55:35.082Z,CoinbasePub,45799523,127
2026-08-22T02:56:35.642Z,QuickNodeEP1,45799553,127
2026-08-22T02:56:35.642Z,CoinbasePub,45799553,127
2026-08-22T02:57:35.502Z,QuickNodeEP1,45799583,127
2026-08-22T02:57:35.502Z,CoinbasePub,45799583,127
2026-08-22T02:58:35.113Z,QuickNodeEP1,45799613,127
2026-08-22T02:58:35.113Z,CoinbasePub,45799613,127
2026-08-22T02:59:35.395Z,QuickNodeEP1,45799643,127
2026-08-22T02:59:35.395Z,CoinbasePub,45799643,127
2026-08-22T03:00:35.259Z,QuickNodeEP1,45799673,127
2026-08-22T03:00:35.259Z,CoinbasePub,45799673,127
2026-08-22T03:01:35.739Z,QuickNodeEP1,45799703,127
2026-08-22T03:01:35.739Z,CoinbasePub,45799703,127
2026-08-22T03:02:35.555Z,QuickNodeEP1,45799733,127
2026-08-22T03:02:35.555Z,CoinbasePub,45799733,127
2026-08-22T03:03:35.152Z,QuickNodeEP1,45799763,127
2026-08-22T03:03:35.152Z,CoinbasePub,45799763,127
2026-08-22T03:04:35.747Z,QuickNodeEP1,45799793,127
2026-08-22T03:04:35.747Z,CoinbasePub,45799793,127
2026-08-22T03:05:35.519Z,QuickNodeEP1,45799823,127
2026-08-22T03:05:35.519Z,CoinbasePub,45799823,127
2026-08-22T03:06:35.163Z,QuickNodeEP1,45799853,127
2026-08-22T03:06:35.163Z,CoinbasePub,45799853,127
2026-08-22T03:07:35.197Z,QuickNodeEP1,45799883,127
2026-08-22T03:07:35.197Z,CoinbasePub,45799883,127
2026-08-22T03:08:35.197Z,QuickNodeEP1,45799913,127
2026-08-22T03:08:35.197Z,CoinbasePub,45799913,127
2026-08-22T03:09:35.732Z,QuickNodeEP1,45799943,127
2026-08-22T03:09:35.732Z,CoinbasePub,45799943,127
2026-08-22T03:10:35.783Z,QuickNodeEP1,45799973,127
2026-08-22T03:10:35.783Z,CoinbasePub,45799973,127
2026-08-22T03:11:35.836Z,QuickNodeEP1,45800003,127
2026-08-22T03:11:35.836Z,CoinbasePub,45800003,127
2026-08-22T03:12:35.300Z,QuickNodeEP1,45800033,127
2026-08-22T03:12:35.300Z,CoinbasePub,45800033,127
2026-08-22T03:13:35.610Z,QuickNodeEP1,45800063,127
2026-08-22T03:13:35.610Z,CoinbasePub,45800063,127
2026-08-22T03:14:35.773Z,QuickNodeEP1,45800093,127
2026-08-22T03:14:35.773Z,CoinbasePub,45800093,127
2026-08-22T03:15:35.284Z,QuickNodeEP1,45800123,127
2026-08-22T03:15:35.284Z,CoinbasePub,45800123,127
2026-08-22T03:16:35.379Z,QuickNodeEP1,45800153,127
2026-08-22T03:16:35.379Z,CoinbasePub,45800153,127
2026-08-22T03:17:35.360Z,QuickNodeEP1,45800183,127
2026-08-22T03:17:35.360Z,CoinbasePub,45800183,127
2026-08-22T03:18:35.858Z,QuickNodeEP1,45800213,127
2026-08-22T03:18:35.858Z,CoinbasePub,45800213,127
2026-08-22T03:19:35.593Z,QuickNodeEP1,45800243,127
2026-08-22T03:19:35.593Z,CoinbasePub,45800243,127
2026-08-22T03:20:35.366Z,QuickNodeEP1,45800273,127
2026-08-22T03:20:35.366Z,CoinbasePub,45800273,127
2026-08-22T03:21:35.855Z,QuickNodeEP1,45800303,127
2026-08-22T03:21:35.855Z,CoinbasePub,45800303,127
2026-08-22T03:22:36.006Z,QuickNodeEP1,45800333,127
2026-08-22T03:22:36.006Z,CoinbasePub,45800333,127
2026-08-22T03:23:35.845Z,QuickNodeEP1,45800363,127
2026-08-22T03:23:35.845Z,CoinbasePub,45800363,127
2026-08-22T03:24:35.846Z,QuickNodeEP1,45800393,127
2026-08-22T03:24:35.846Z,CoinbasePub,45800393,127
2026-08-22T03:25:35.701Z,QuickNodeEP1,45800423,127
2026-08-22T03:25:35.701Z,CoinbasePub,45800423,127
2026-08-22T03:26:35.332Z,QuickNodeEP1,45800453,127
2026-08-22T03:26:35.332Z,CoinbasePub,45800453,127
2026-08-22T03:27:35.387Z,QuickNodeEP1,45800483,127
2026-08-22T03:27:35.387Z,CoinbasePub,45800483,127
2026-08-22T03:28:35.757Z,QuickNodeEP1,45800513,127
2026-08-22T03:28:35.757Z,CoinbasePub,45800513,127
2026-08-22T03:29:35.897Z,QuickNodeEP1,45800543,127
2026-08-22T03:29:35.897Z,CoinbasePub,45800543,127
2026-08-22T03:30:35.396Z,QuickNodeEP1,45800573,127
2026-08-22T03:30:35.396Z,CoinbasePub,45800573,127
2026-08-22T03:31:35.679Z,QuickNodeEP1,45800603,127
2026-08-22T03:31:35.679Z,CoinbasePub,45800603,HTTP 503
2026-08-22T03:32:35.913Z,QuickNodeEP1,45800623,HTTP 503
2026-08-22T03:32:35.913Z,CoinbasePub,45800633,HTTP 503
2026-08-22T03:33:35.987Z,QuickNodeEP1,45800663,HTTP 503
2026-08-22T03:33:35.987Z,CoinbasePub,45800664,HTTP 503
2026-08-22T03:34:35.999Z,QuickNodeEP1,45800693,HTTP 503
2026-08-22T03:34:35.999Z,CoinbasePub,45800694,HTTP 503
2026-08-22T03:35:35.963Z,QuickNodeEP1,45800723,127
2026-08-22T03:35:35.963Z,CoinbasePub,45800724,127
2026-08-22T03:36:35.954Z,QuickNodeEP1,45800753,127
2026-08-22T03:36:35.954Z,CoinbasePub,45800754,127
2026-08-22T03:37:35.499Z,QuickNodeEP1,45800783,127
2026-08-22T03:37:35.499Z,CoinbasePub,45800783,127
2026-08-22T03:38:35.440Z,QuickNodeEP1,45800813,127
2026-08-22T03:38:35.440Z,CoinbasePub,45800813,127
2026-08-22T03:39:35.479Z,QuickNodeEP1,45800843,127
2026-08-22T03:39:35.479Z,CoinbasePub,45800843,127
2026-08-22T03:40:35.421Z,QuickNodeEP1,45800873,127
2026-08-22T03:40:35.421Z,CoinbasePub,45800873,127
2026-08-22T03:41:35.425Z,QuickNodeEP1,45800903,127
2026-08-22T03:41:35.425Z,CoinbasePub,45800903,127
2026-08-22T03:42:35.432Z,QuickNodeEP1,45800933,127
